OGNTsort	CUV
061978	｛4＃指示｜68052｝
061979	｛5＃他們，｜68053｝
061980	
061981	｛3＃名｜68055｝
061982	〈1＊我已｜68071〉｛2＃將你的｜68056｝
061983	｛6＃還要｜68057｝
061984	｛7＃指示他們，｜68058｝
061985	｛8＃使｜68059｝
061986	｛11＃的｜68060｝
061987	｛12＃愛｜68061｝
061988	
061989	｛9＃你所愛｜68063｝
061990	｛10＃我｜68064｝
061991	｛13＃在｜68065｝
061992	｛14＃他們｜68066｝〈15＊裏面，｜68072〉
061993	
061994	｛16＃我也｜68068｝
061995	｛17＃在｜68069｝
061996	｛18＃他們｜68070｝〈19＊裏面。｜68073〉
061997	｛3＃這話，｜68074｝
061998	｛2＃說了｜68075｝
061999	｛1＃耶穌｜68076｝
062000	｛6＃出去，｜68077｝
062001	｛4＃就同｜68078｝
062002	
062003	｛5＃門徒｜68080｝
062004	
062005	｛7＃過了｜68082｝
062006	
062007	｛9＃溪，｜68084｝
062008	
062009	｛8＃汲淪｜68086｝
062010	｛10＃在那裏｜68087｝
062011	｛11＃有｜68088｝
062012	｛12＃一個園子，｜68089｝
062013	｛17＃去了。｜68090｝
062014	
062015	｛16＃進｜68092｝
062016	｛13＃他｜68093｝
062017	｛14＃和｜68094｝
062018	
062019	｛15＃門徒｜68096｝
062020	
062021	｛6＃知道｜68099｝
062022	
062023	｛5＃也｜68101｝
062024	｛4＃猶大｜68102｝
062025	
062026	｛1＃賣｜68104｝
062027	｛2＃耶穌｜68105｝〈3＊的｜68117〉
062028	｛7＃那｜68106｝
062029	｛8＃地方；｜68107｝
062030	｛9＃因為｜68108｝
062031	｛13＃屢次｜68109｝
062032	｛15＃去聚集。｜68110｝
062033	｛10＃耶穌｜68111｝
062034	｛14＃上那裏｜68112｝
062035	｛11＃和｜68113｝
062036	
062037	｛12＃門徒｜68115｝
062038	
062039	
062040	
062041	｛1＃猶大｜68121｝
062042	｛2＃領了｜68122｝
062043	
062044	｛3＃一隊兵，｜68124｝
062045	｛4＃和｜68125｝
062046	
062047	
062048	｛5＃祭司長｜68128｝
062049	｛6＃並｜68129｝
062050	
062051	
062052	｛7＃法利賽人｜68132｝〈8＊的｜68142〉
062053	｛9＃差役，｜68133｝
062054	｛14＃就來到｜68134｝
062055	｛15＃園裏。｜68135｝
062056	｛10＃拿着｜68136｝
062057	｛11＃燈籠，｜68137｝
062058	
062059	｛12＃火把，｜68139｝
062060	
062061	｛13＃兵器，｜68141｝
062062	｛1＃耶穌｜68143｝
062063	
062064	｛2＃知道｜68145｝
062065	｛6＃一切事，｜68146｝
062066	
062067	｛3＃將要臨｜68148｝
062068	｛4＃到｜68149｝
062069	｛5＃自己的｜68150｝
062070	｛7＃就出來，｜68151｝
062071	
062072	｛9＃說，｜68153｝
062073	｛8＃對他們｜68154｝
062074	｛11＃誰。｜68155｝
062075	｛10＃你們找｜68156｝
062076	｛1＃他們回答說，｜68157｝
062077	
062078	｛3＃耶穌。｜68159｝〈4＊耶穌｜68175〉
062079	
062080	｛2＃找拿撒勒人｜68161｝
062081	｛5＃說，｜68162｝
062082	
062083	｛6＃我｜68164｝
062084	｛7＃就是。｜68165｝
062085	｛14＃站在那裏。｜68166｝
062086	
062087	｛11＃也｜68168｝
062088	｛10＃猶大｜68169｝
062089	
062090	｛8＃賣｜68171｝
062091	｛9＃他的｜68172｝
062092	｛12＃同｜68173｝
062093	｛13＃他們｜68174｝
062094	〈1＊耶穌｜68190〉｛2＃一｜68177｝
062095	
062096	｛3＃說｜68179｝
062097	
062098	｛4＃我｜68181｝
062099	｛5＃就是，｜68182｝〈6＊他們就｜68191〉
062100	｛7＃退｜68183｝
062101	
062102	
062103	｛8＃後｜68186｝
062104	
062105	｛9＃倒在｜68188｝
062106	｛10＃地上。｜68189｝
062107	〈1＊他｜68204〉｛2＃又｜68192｝
062108	
062109	｛3＃問｜68194｝
062110	｛4＃他們說，｜68195｝
062111	｛6＃誰。｜68196｝
062112	｛5＃你們找｜68197｝
062113	｛7＃他們｜68198｝
062114	
062115	｛8＃說，｜68200｝
062116	｛10＃耶穌。｜68201｝
062117	
062118	｛9＃找拿撒勒人｜68203｝
062119	｛2＃說，｜68205｝
062120	｛1＃耶穌｜68206｝
062121	｛3＃我已經告訴｜68207｝
062122	｛4＃你們，｜68208｝
062123	
062124	｛5＃我｜68210｝
062125	｛6＃就是；｜68211｝〈7＊你們｜68219〉
062126	｛8＃若｜68212｝
062127	｛11＃就｜68213｝
062128	｛10＃我，｜68214｝
062129	｛9＃找｜68215｝
062130	｛12＃讓｜68216｝
062131	｛13＃這些人｜68217｝
062132	｛14＃去罷。｜68218｝
062133	｛2＃要｜68220｝
062134	｛3＃應驗｜68221｝〈4＊耶穌｜68235〉
062135	｛1＃這｜68222｝
062136	｛5＃從前的話，｜68223｝
062137	
062138	｛6＃說，｜68225｝
062139	
062140	｛9＃的人，｜68227｝〈10＊我｜68236〉
062141	｛7＃你所賜給｜68228｝
062142	｛8＃我｜68229｝
062143	｛11＃沒有｜68230｝
062144	｛12＃失落｜68231｝
062145	
062146	
062147	｛13＃一個。｜68234｝
062148	｛1＃西門｜68237｝
062149	｛5＃就｜68238｝
062150	｛2＃彼得｜68239｝
062151	｛3＃帶着｜68240｝
062152	｛4＃一把刀，｜68241｝
062153	｛6＃拔出來，｜68242｝
062154	
062155	
062156	｛10＃砍了一刀，｜68245｝
062157	
062158	｛8＃的｜68247｝
062159	｛7＃將大祭司｜68248｝
062160	｛9＃僕人，｜68249｝
062161	
062162	｛11＃削掉｜68251｝
062163	｛12＃他的｜68252｝
062164	
062165	｛14＃耳；｜68254｝
062166	
062167	｛13＃右｜68256｝
062168	｛18＃叫｜68257｝
062169	
062170	｛17＃名｜68259｝
062171	｛15＃那｜68260｝
062172	｛16＃僕人｜68261｝
062173	｛19＃馬勒古。｜68262｝
062174	｛5＃說，｜68263｝
062175	｛2＃就｜68264｝
062176	
062177	｛1＃耶穌｜68266｝
062178	｛3＃對｜68267｝
062179	｛4＃彼得｜68268｝
062180	｛6＃收｜68269｝
062181	
062182	｛7＃刀｜68271｝
062183	｛8＃入｜68272｝
062184	
062185	｛9＃鞘｜68274｝〈10＊罷；｜68286〉
062186	｛16＃那｜68275｝
062187	｛17＃杯｜68276｝〈18＊我｜68287〉
062188	｛13＃所｜68277｝
062189	｛14＃給｜68278｝
062190	｛15＃我的｜68279｝
062191	｛11＃我｜68280｝
062192	｛12＃父｜68281｝
062193	｛19＃豈可｜68282｝
062194	｛20＃不｜68283｝
062195	｛21＃喝呢。｜68284｝
062196	
062197	｛1＃那｜68288｝
062198	｛9＃就｜68289｝
062199	｛2＃隊兵｜68290｝
062200	｛3＃和｜68291｝
062201	
062202	｛4＃千夫長｜68293｝
062203	｛5＃並｜68294｝
062204	
062205	｛8＃差役，｜68296｝
062206	｛7＃的｜68297｝
062207	｛6＃猶太人｜68298｝
062208	｛10＃拿住｜68299｝
062209	
062210	｛11＃耶穌，｜68301｝
062211	
062212	｛13＃捆綁了；｜68303｝
062213	｛12＃把他｜68304｝
062214	
062215	｛2＃帶｜68306｝
062216	｛3＃到｜68307｝
062217	｛4＃亞那｜68308｝〈5＊面前；｜68321〉
062218	｛1＃先｜68309｝
062219	｛7＃亞那是｜68310｝
062220	｛6＃因為｜68311｝
062221	｛14＃岳父。｜68312｝
062222	｛13＃的｜68313｝
062223	｛12＃該亞法｜68314｝
062224	
062225	｛10＃作｜68316｝
062226	｛11＃大祭司｜68317｝
062227	
062228	｛9＃年｜68319｝
062229	｛8＃本｜68320｝
062230	｛4＃是｜68322｝〈5＊從前｜68337〉
062231	｛3＃就｜68323｝
062232	｛2＃該亞法，｜68324｝
062233	｛1＃這｜68325｝
062234	｛8＃發議論說，｜68326｝
062235	｛6＃向｜68327｝
062236	｛7＃猶太人｜68328｝
062237	｛14＃是｜68329｝
062238	｛15＃有益的｜68330｝〈16＊那位。｜68338〉
062239	｛9＃一個｜68331｝
062240	｛10＃人｜68332｝
062241	｛13＃死｜68333｝
062242	｛11＃替｜68334｝
062243	
062244	｛12＃百姓｜68336｝
062245	｛3＃跟着｜68339｝
062246	
062247	
062248	｛4＃耶穌，｜68342｝
062249	｛1＃西門｜68343｝
062250	｛2＃彼得｜68344｝
062251	｛5＃還有｜68345｝
062252	｛6＃一個｜68346｝
062253	｛7＃門徒跟着；｜68347｝
062254	｛8＃那｜68348｝
062255	
062256	｛9＃門徒｜68350｝
062257	｛12＃所｜68351｝
062258	｛10＃是｜68352｝
062259	｛13＃認識的；｜68353｝〈14＊他｜68365〉
062260	
062261	｛11＃大祭司｜68355｝
062262	｛15＃就｜68356｝〈16＊同｜68366〉
062263	｛18＃進｜68357｝
062264	
062265	｛17＃耶穌｜68359｝
062266	｛19＃了｜68360｝
062267	
062268	｛22＃院子。｜68362｝
062269	｛21＃的｜68363｝
062270	｛20＃大祭司｜68364｝
062271	
062272	｛2＃卻｜68368｝
062273	｛1＃彼得｜68369｝
062274	｛3＃站｜68370｝
062275	｛4＃在｜68371｝
062276	
062277	｛5＃門｜68373｝
062278	｛6＃外；｜68374｝
062279	｛13＃出來，｜68375｝
062280	
062281	｛11＃那個｜68377｝
062282	｛12＃門徒｜68378｝
062283	｛10＃的｜68379｝
062284	
062285	｛8＃所｜68381｝
062286	｛9＃認識｜68382｝
062287	
062288	｛7＃大祭司｜68384｝
062289	｛14＃和｜68385｝
062290	｛16＃說了一聲，｜68386｝
062291	
062292	｛15＃看門的使女｜68388｝
062293	｛17＃就｜68389｝
062294	｛18＃領｜68390｝
062295	
062296	｛19＃彼得｜68392｝〈20＊進去。｜68393〉
062297	｛7＃說，｜68395｝
062298	
062299	｛5＃對｜68397｝
062300	｛6＃彼得｜68398｝
062301	｛3＃的｜68399｝
062302	｛4＃使女｜68400｝
062303	｛1＃那｜68401｝
062304	｛2＃看門｜68402｝
062305	｛9＃不｜68403｝
062306	｛10＃也｜68404｝
062307	｛8＃你｜68405｝
062308	
062309	｛14＃的｜68407｝
062310	｛15＃門徒麼；｜68408｝〈16＊他｜68417〉
062311	｛11＃是｜68409｝
062312	
062313	｛13＃人｜68411｝
062314	｛12＃這｜68412｝
062315	｛17＃說，｜68413｝〈18＊我｜68418〉
062316	
062317	｛19＃不｜68415｝
062318	｛20＃是。｜68416｝
062319	｛8＃站在那裏｜68419｝
062320	
062321	
062322	｛1＃僕人｜68422｝
062323	｛2＃和｜68423｝
062324	
062325	｛3＃差役｜68425｝
062326	｛7＃炭火，｜68426｝
062327	｛6＃就生了｜68427｝
062328	｛4＃因為｜68428｝
062329	｛5＃天冷，｜68429｝
062330	
062331	
062332	｛9＃烤火；｜68432｝
062333	
062334	
062335	｛11＃也｜68435｝
062336	
062337	｛10＃彼得｜68437｝
062338	｛12＃同｜68438｝
062339	｛13＃他們｜68439｝
062340	｛14＃站着｜68440｝
062341	
062342	｛15＃烤火。｜68442｝
062343	
062344	｛2＃就｜68444｝
062345	｛1＃大祭司｜68445｝
062346	｛9＃盤問｜68446｝
062347	
062348	｛10＃他。｜68448｝
062349	｛3＃以｜68449｝
062350	
062351	｛5＃門徒｜68451｝
062352	｛4＃耶穌的｜68452｝
062353	｛6＃和｜68453｝
062354	
062355	
062356	｛8＃教訓｜68456｝
062357	｛7＃他的｜68457｝
062358	｛2＃回答說，｜68458｝
062359	
062360	｛1＃耶穌｜68460｝
062361	｛3＃我｜68461｝
062362	｛4＃從來是明明的｜68462｝
062363	｛7＃說話；｜68463｝
062364	｛5＃對｜68464｝
062365	｛6＃世人｜68465｝
062366	｛8＃我｜68466｝
062367	｛9＃常｜68467｝
062368	｛19＃教訓人；｜68468｝〈20＊我｜68486〉
062369	｛10＃在｜68469｝
062370	｛11＃會堂｜68470｝
062371	｛12＃和｜68471｝
062372	
062373	
062374	｛13＃殿｜68474｝〈14＊裏，｜68485〉
062375	｛18＃地方，｜68475｝
062376	
062377	｛15＃就是｜68477｝
062378	｛16＃猶太人｜68478｝
062379	｛17＃聚集的｜68479｝
062380	｛23＃並｜68480｝
062381	｛21＃在｜68481｝
062382	｛22＃暗地裏，｜68482｝
062383	｛25＃說｜68483｝〈26＊甚麼。｜68487〉
062384	｛24＃沒有｜68484｝
062385	〈1＊你｜68503〉｛2＃為甚麼｜68488｝
062386	｛4＃我呢；｜68489｝
062387	｛3＃問｜68490｝
062388	｛5＃可以問｜68491｝
062389	｛6＃那｜68492｝
062390	｛7＃聽見的｜68493｝〈8＊人，｜68504〉〈9＊我｜68505〉
062391	｛12＃是甚麼；｜68494｝
062392	｛11＃說的｜68495｝
062393	｛10＃對他們｜68496｝
062394	｛17＃都知道。｜68497｝
062395	｛16＃他們｜68498｝
062396	
062397	｛14＃所｜68500｝
062398	｛15＃說的，｜68501｝
062399	｛13＃我｜68502｝
062400	｛3＃這話，｜68506｝
062401	
062402	｛1＃耶穌｜68508｝
062403	｛2＃說了｜68509｝
062404	｛6＃一個｜68510｝
062405	｛4＃旁邊站着｜68511｝
062406	｛5＃的｜68512｝
062407	｛7＃差役，｜68513｝
062408	｛9＃打｜68514｝
062409	｛8＃用手掌｜68515｝
062410	
062411	｛10＃他｜68517｝
062412	｛11＃說，｜68518｝〈12＊你｜68523〉
062413	｛13＃這樣｜68519｝
062414	｛14＃回答｜68520｝
062415	
062416	｛15＃大祭司麼。｜68522｝
062417	｛2＃說，｜68524｝〈3＊我｜68540〉
062418	
062419	｛1＃耶穌｜68526｝
062420	｛4＃若｜68527｝
062421	｛6＃不是，｜68528｝
062422	｛5＃說的｜68529｝
062423	｛7＃你可以指證｜68530｝
062424	
062425	｛8＃那｜68532｝
062426	｛9＃不是；｜68533｝
062427	｛10＃我若說的｜68534｝
062428	
062429	｛11＃是，｜68536｝〈12＊你｜68541〉
062430	｛13＃為甚麼｜68537｝
062431	｛15＃我呢。｜68538｝
062432	｛14＃打｜68539｝
062433	｛4＃解｜68542｝
062434	｛2＃就｜68543｝
062435	｛3＃把耶穌｜68544｝
062436	
062437	｛1＃亞那｜68546｝
062438	｛9＃仍是捆着解去的。｜68547｝
062439	｛5＃到｜68548｝
062440	｛7＃該亞法｜68549｝〈8＊那裏，｜68552〉
062441	
062442	｛6＃大祭司｜68551｝
062443	
062444	｛3＃正｜68554｝
062445	｛1＃西門｜68555｝
062446	｛2＃彼得｜68556｝
062447	｛4＃站着｜68557｝
062448	
062449	｛5＃烤火，｜68559｝〈6＊有人｜68577〉
062450	｛8＃說，｜68560｝
062451	
062452	｛7＃對他｜68562｝
062453	｛10＃不｜68563｝
062454	｛11＃也｜68564｝
062455	｛9＃你｜68565｝
062456	
062457	｛14＃的｜68567｝
062458	｛15＃門徒麼。｜68568｝
062459	｛13＃他｜68569｝
062460	｛12＃是｜68570｝
062461	｛16＃彼得不承認，｜68571｝
062462	
062463	
062464	｛17＃說，｜68574｝〈18＊我｜68578〉
062465	｛19＃不｜68575｝
062466	｛20＃是。｜68576｝
062467	｛12＃說，｜68579｝
062468	｛4＃一個｜68580｝
062469	｛1＃有｜68581｝
062470	｛3＃的｜68582｝
062471	｛5＃僕人，｜68583｝
062472	
062473	｛2＃大祭司｜68585｝
062474	｛11＃親屬，｜68586｝
062475	｛6＃是｜68587｝
062476	｛10＃那人的｜68588｝
062477	｛8＃削掉｜68589｝
062478	｛7＃彼得｜68590｝
062479	
062480	｛9＃耳朵｜68592｝
062481	｛14＃不是｜68593｝
062482	｛13＃我｜68594｝
062483	｛16＃你｜68595｝
062484	｛15＃看見｜68596｝
062485	｛19＃在｜68597｝
062486	
062487	｛20＃園子｜68599｝〈21＊裏麼。｜68602〉
062488	｛17＃同｜68600｝
062489	｛18＃他｜68601｝
062490	｛2＃又｜68603｝
062491	
062492	｛3＃不承認；｜68605｝
062493	｛1＃彼得｜68606｝
062494	
062495	｛4＃立時｜68608｝
062496	｛5＃雞｜68609｝
062497	｛6＃就叫了。｜68610｝
062498	｛9＃解去；｜68612｝
062499	
062500	
062501	〈1＊眾人｜68639〉〈2＊將｜68640〉｛3＃耶穌，｜68615｝
062502	｛4＃從｜68616｝
062503	
062504	｛5＃該亞法｜68618｝〈6＊那裏｜68641〉
062505	｛7＃往｜68619｝
062506	
062507	｛8＃衙門內｜68621｝
062508	｛11＃天還｜68622｝
062509	｛10＃那時｜68623｝
062510	｛12＃早；｜68624｝
062511	｛14＃卻｜68625｝
062512	｛13＃他們自己｜68626｝
062513	｛15＃不｜68627｝
062514	｛16＃進｜68628｝
062515	
062516	
062517	｛17＃衙門，｜68631｝
062518	｛19＃怕｜68632｝
062519	｛18＃恐｜68633｝
062520	｛20＃染了污穢，｜68634｝
062521	｛21＃不能｜68635｝
062522	｛22＃喫｜68636｝
062523	
062524	｛23＃逾越｜68638｝〈24＊的筵席。｜68643〉
062525	｛3＃出｜68644｝
062526	｛2＃就｜68645｝
062527	
062528	｛1＃彼拉多｜68647｝
062529	｛4＃來，｜68648｝
062530	｛5＃到｜68649｝
062531	｛6＃他們｜68650｝〈7＊那裏，｜68660〉
062532	
062533	｛8＃說，｜68652｝
062534	｛13＃是為甚麼事呢。｜68653｝
062535	｛10＃告｜68654｝
062536	｛9＃你們｜68655｝
062537	
062538	
062539	｛12＃人｜68658｝
062540	｛11＃這｜68659｝
062541	〈1＊他們｜68676〉｛2＃回答｜68661｝
062542	
062543	｛3＃說，｜68663｝
062544	
062545	｛5＃若｜68665｝
062546	｛6＃不｜68666｝
062547	｛7＃是｜68667｝
062548	｛4＃這人｜68668｝
062549	｛9＃惡的，｜68669｝〈10＊我們｜68677〉
062550	｛8＃作｜68670｝
062551	｛12＃不｜68671｝
062552	｛11＃就｜68672｝
062553	｛15＃你。｜68673｝
062554	｛14＃交給｜68674｝
062555	｛13＃把他｜68675｝
062556	｛2＃說，｜68678｝
062557	
062558	
062559	
062560	｛1＃彼拉多｜68682｝
062561	｛4＃帶｜68683｝
062562	｛5＃他｜68684｝〈6＊去，｜68702〉
062563	｛3＃你們自己｜68685｝
062564	
062565	｛7＃按着｜68687｝
062566	
062567	｛9＃律法｜68689｝
062568	｛8＃你們的｜68690｝
062569	｛10＃審問｜68691｝
062570	｛11＃他｜68692｝〈12＊罷。｜68703〉
062571	｛14＃說，｜68693｝
062572	
062573	
062574	｛13＃猶太人｜68696｝
062575	｛15＃我們｜68697｝
062576	｛16＃沒有｜68698｝
062577	｛19＃權柄。｜68699｝
062578	｛17＃殺｜68700｝
062579	｛18＃人的｜68701｝
062580	｛1＃這要｜68704｝
062581	｛9＃的｜68705｝
062582	｛10＃話了。｜68706｝
062583	
062584	｛3＃耶穌｜68708｝
062585	｛2＃應驗｜68709｝
062586	｛4＃所｜68710｝
062587	｛5＃說，｜68711｝
062588	
062589	｛7＃怎樣｜68713｝
062590	｛8＃死｜68714｝
062591	｛6＃自己將要｜68715｝
062592	
062593	｛3＃進｜68717｝
062594	
062595	｛2＃又｜68719｝
062596	｛4＃了｜68720｝
062597	
062598	｛5＃衙門，｜68722｝
062599	
062600	｛1＃彼拉多｜68724｝
062601	
062602	｛6＃叫｜68726｝
062603	
062604	｛7＃耶穌｜68728｝〈8＊來，｜68738〉
062605	
062606	｛10＃說，｜68730｝
062607	｛9＃對他｜68731｝
062608	｛11＃你｜68732｝
062609	｛12＃是｜68733｝
062610	
062611	｛15＃王｜68735｝〈16＊麼。｜68739〉
062612	｛14＃的｜68736｝
062613	｛13＃猶太人｜68737｝
062614	｛2＃回答說，｜68740｝
062615	｛1＃耶穌｜68741｝
062616	｛4＃是｜68742｝
062617	｛5＃你自己｜68743｝
062618	
062619	｛3＃這話｜68745｝
062620	｛6＃說的，｜68746｝
062621	｛7＃還是｜68747｝
062622	｛8＃別人｜68748｝
062623	｛12＃說的呢。｜68749｝
062624	｛11＃對你｜68750｝
062625	｛9＃論｜68751｝
062626	｛10＃我｜68752｝
062627	｛2＃說，｜68755｝
062628	
062629	｛1＃彼拉多｜68757｝
062630	｛4＃豈｜68758｝
062631	｛3＃我｜68759｝
062632	｛6＃猶太人呢；｜68760｝
062633	｛5＃是｜68761｝
062634	｛8＃本｜68762｝
062635	｛9＃國的人｜68763｝
062636	
062637	｛7＃你｜68765｝
062638	｛10＃和｜68766｝
062639	
062640	｛11＃祭司長，｜68768｝
062641	｛13＃交給｜68769｝
062642	｛12＃把你｜68770｝
062643	｛14＃我；｜68771｝
062644	｛16＃甚麼事呢。｜68772｝
062645	｛15＃你作了｜68773｝
062646	｛2＃回答說，｜68774｝
062647	｛1＃耶穌｜68775｝
062648	
062649	｛4＃國｜68777｝
062650	
062651	｛3＃我的｜68779｝
062652	｛5＃不｜68780｝
062653	｛6＃屬｜68781｝
062654	
062655	
062656	｛8＃世界；｜68784｝
062657	｛7＃這｜68785｝
062658	｛11＃若｜68786｝
062659	
062660	
062661	｛14＃世界，｜68789｝
062662	｛13＃這｜68790｝
062663	｛12＃屬｜68791｝
062664	
062665	｛10＃國｜68793｝
062666	
062667	｛9＃我的｜68795｝
062668	
062669	｛16＃臣僕｜68797｝
062670	
062671	｛15＃我的｜68799｝
062672	｛18＃爭戰，｜68800｝
062673	｛17＃必要｜68801｝
062674	｛19＃使｜68802｝〈20＊我｜68816〉
062675	｛21＃不至於｜68803｝
062676	｛22＃被交給｜68804｝
062677	
062678	｛23＃猶太人；｜68806｝
062679	
062680	｛24＃只是｜68808｝
062681	
062682	｛26＃國｜68810｝
062683	
062684	｛25＃我的｜68812｝
062685	｛27＃不｜68813｝
062686	｛28＃屬｜68814｝
062687	｛29＃這｜68815｝〈30＊世界。｜68817〉
062688	｛4＃說，｜68818｝
062689	｛2＃就｜68819｝
062690	｛3＃對他｜68820｝
062691	
062692	｛1＃彼拉多｜68822｝
062693	｛5＃這樣，｜68823｝
062694	｛8＃王麼。｜68824｝
062695	｛7＃是｜68825｝
062696	｛6＃你｜68826｝
062697	｛10＃回答說，｜68827｝
062698	
062699	｛9＃耶穌｜68829｝
062700	｛11＃你｜68830｝
062701	｛12＃說｜68831｝
062702	
062703	｛15＃王；｜68833｝〈16＊我｜68860〉
062704	｛14＃是｜68834｝
062705	｛13＃我｜68835｝
062706	｛17＃為｜68836｝
062707	｛18＃此｜68837｝
062708	｛19＃而生，｜68838｝
062709	｛20＃也｜68839｝
062710	｛21＃為｜68840｝
062711	｛22＃此｜68841｝
062712	｛23＃來｜68842｝
062713	｛24＃到｜68843｝
062714	
062715	｛25＃世間，｜68845｝
062716	｛26＃特為｜68846｝
062717	｛29＃作見證；｜68847｝
062718	｛27＃給｜68848｝
062719	｛28＃真理｜68849｝
062720	｛30＃凡｜68850｝
062721	｛33＃的人，｜68851｝
062722	｛31＃屬｜68852｝
062723	
062724	
062725	｛32＃真理｜68855｝
062726	｛34＃就聽｜68856｝
062727	｛35＃我的｜68857｝
062728	
062729	｛36＃話。｜68859｝
062730	｛2＃說，｜68861｝
062731	
062732	
062733	｛1＃彼拉多｜68864｝
062734	｛5＃甚麼呢。｜68865｝
062735	｛4＃是｜68866｝
062736	｛3＃真理｜68867｝
062737	
062738	｛7＃這話，｜68869｝
062739	｛6＃說了｜68870｝
062740	｛8＃又｜68871｝
062741	｛9＃出來｜68872｝
062742	｛10＃到｜68873｝
062743	
062744	｛11＃猶太人｜68875｝〈12＊那裏，｜68885〉
062745	
062746	｛14＃說，｜68877｝
062747	｛13＃對他們｜68878｝
062748	｛15＃我｜68879｝
062749	｛17＃不｜68880｝〈18＊出｜68887〉
062750	｛16＃查｜68881｝
062751	
062752	｛19＃他｜68883｝
062753	｛20＃有甚麼罪來。｜68884｝
062754	｛3＃有｜68888｝
062755	｛1＃但｜68889｝
062756	｛4＃個規矩，｜68890｝
062757	｛2＃你們｜68891｝
062758	｛7＃要｜68892｝〈8＊我｜68907〉
062759	｛11＃一個人，｜68893｝
062760	｛10＃釋放｜68894｝
062761	｛9＃給你們｜68895｝
062762	｛5＃在｜68896｝
062763	
062764	｛6＃逾越節｜68898｝
062765	｛12＃你們要｜68899｝〈13＊我｜68908〉
062766	
062767	｛15＃釋放｜68901｝
062768	｛14＃給你們｜68902｝
062769	｛17＃人的｜68903｝
062770	｛18＃王麼。｜68904｝
062771	
062772	｛16＃猶太｜68906｝
062773	｛3＃喊着｜68909｝
062774	
062775	〈1＊他們｜68923〉｛2＃又｜68911｝
062776	｛4＃說，｜68912｝
062777	｛5＃不要｜68913｝
062778	｛6＃這人，｜68914｝
062779	｛7＃要｜68915｝
062780	
062781	｛8＃巴拉巴。｜68917｝
062782	｛11＃是｜68918｝
062783	
062784	｛9＃這｜68920｝
062785	｛10＃巴拉巴｜68921｝
062786	｛12＃個強盜。｜68922｝
062787	｛1＃當下｜68924｝
062788	
062789	
062790	
062791	｛2＃彼拉多｜68928｝〈3＊將｜68933〉
062792	
062793	｛4＃耶穌｜68930｝
062794	
062795	｛5＃鞭打了。｜68932｝
062796	
062797	
062798	｛1＃兵丁｜68936｝
062799	｛4＃編作｜68937｝
062800	｛5＃冠冕，｜68938｝
062801	｛2＃用｜68939｝
062802	｛3＃荊棘｜68940｝
062803	｛6＃戴在｜68941｝
062804	｛7＃他｜68942｝
062805	
062806	｛8＃頭上，｜68944｝
062807	
062808	｛12＃袍；｜68946｝
062809	｛11＃紫｜68947｝
062810	｛10＃穿上｜68948｝
062811	｛9＃給他｜68949｝
062812	｛1＃又｜68950｝
062813	｛2＃挨｜68951｝
062814	｛3＃近｜68952｝
062815	｛4＃他｜68953｝
062816	
062817	｛5＃說，｜68955｝
062818	｛6＃恭喜｜68956｝
062819	｛8＃的｜68957｝
062820	｛9＃王阿；｜68958｝
062821	
062822	｛7＃猶太人｜68960｝
062823	｛10＃他們就｜68961｝
062824	｛11＃用｜68962｝
062825	｛13＃他。｜68963｝
062826	｛12＃手掌打｜68964｝
062827	
062828	｛3＃出來｜68966｝
062829	｛2＃又｜68967｝
062830	
062831	
062832	｛1＃彼拉多｜68970｝
062833	
062834	｛5＃說，｜68972｝
062835	｛4＃對眾人｜68973｝
062836	
062837	｛6＃我帶｜68975｝
062838	｛9＃見你們，｜68976｝
062839	｛7＃他｜68977｝
062840	｛8＃出來｜68978｝
062841	｛10＃叫｜68979｝
062842	｛11＃你們知道｜68980｝
062843	
062844	｛13＃不｜68982｝〈14＊出｜68988〉
062845	｛16＃有甚麼罪來。｜68983｝
062846	｛12＃我查｜68984｝
062847	
062848	｛15＃他｜68986｝
062849	｛3＃來，｜68989｝
062850	
062851	
062852	｛1＃耶穌｜68992｝
062853	｛2＃出｜68993｝
062854	｛4＃戴着｜68994｝
062855	
062856	｛5＃荊棘｜68996｝
062857	｛6＃冠冕，｜68997｝
062858	｛7＃穿着｜68998｝
062859	
062860	｛8＃紫｜69000｝
062861	｛9＃袍。｜69001｝〈10＊彼拉多｜69008〉
062862	
062863	｛12＃說，｜69003｝
062864	｛11＃對他們｜69004｝
062865	｛13＃你們看｜69005｝
062866	｛14＃這個｜69006｝
062867	｛15＃人。｜69007｝
062868	
062869	｛6＃就｜69010｝
062870	｛4＃看見｜69011｝
062871	｛5＃他，｜69012｝
062872	
062873	｛1＃祭司長｜69014｝
062874	｛2＃和｜69015｝
062875	
062876	｛3＃差役｜69017｝
062877	｛7＃喊着｜69018｝
062878	｛8＃說，｜69019｝
062879	｛9＃釘他十字架，｜69020｝
062880	｛10＃釘他十字架。｜69021｝
062881	｛12＃說，｜69022｝
062882	
062883	
062884	｛11＃彼拉多｜69025｝
062885	｛14＃把｜69026｝
062886	｛15＃他｜69027｝
062887	｛13＃你們自己｜69028｝
062888	
062889	｛16＃釘十字架罷；｜69030｝
062890	｛17＃我｜69031｝
062891	
062892	｛19＃不｜69033｝〈20＊出｜69038〉
062893	｛18＃查｜69034｝
062894	｛22＃有｜69035｝
062895	｛21＃他｜69036｝
062896	｛23＃甚麼罪來。｜69037｝
